id	date	value
4n23w	2009-09-08	25.27
4n23w	2009-09-09	25.3
4n23w	2009-09-10	25.26
4n23w	2009-09-11	25.23
4n23w	2009-09-12	25.59
4n23w	2009-09-13	26.02
4n23w	2009-09-14	26.17
4n23w	2009-09-15	26.32
4n23w	2009-09-16	26.74
4n23w	2009-09-17	26.79
4n23w	2009-09-18	27.03
4n23w	2009-09-19	27.57
4n23w	2009-09-20	27.86
4n23w	2009-09-21	27.53
4n23w	2009-09-22	27.48
4n23w	2009-09-23	27.46
4n23w	2009-09-24	27.43
4n23w	2009-09-25	27.65
4n23w	2009-09-26	27.74
4n23w	2009-09-27	27.8
4n23w	2009-09-28	27.9
